i,name,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127,dim_128,drag
0,1a7b9697be903334b99755e16c4a9d21,-0.6276872158050537,-0.8241327404975891,-0.12905253469944,-0.3278903067111969,-1.0014795064926147,1.737876534461975,-0.1138424426317215,-1.5315654277801514,0.41423502564430237,0.13129431009292603,0.715359628200531,-0.027511904016137123,0.812247633934021,0.11728736013174057,0.13827934861183167,1.5701899528503418,-0.3511313199996948,-1.6873371601104736,-0.9916791915893555,-0.08143173158168793,-1.2904574871063232,1.163575291633606,0.5988109111785889,1.6197532415390015,0.0015072878450155258,-1.3836066722869873,-0.8541426658630371,-0.43361392617225647,-0.8025320172309875,-1.9308536052703857,0.0031189750880002975,-0.7889509797096252,0.20192959904670715,-1.6100451946258545,2.21132755279541,1.4792431592941284,0.00453261099755764,1.5054534673690796,-0.3707864284515381,-0.44577309489250183,-1.57322359085083,-0.0013238417450338602,1.1947194337844849,-0.18170686066150665,0.5863631963729858,-1.2073085308074951,0.2659951150417328,-3.0599188804626465,1.1992816925048828,-0.730200469493866,-1.0420610904693604,0.282939612865448,0.07196974009275436,0.3153097331523895,-0.5699139833450317,0.30698710680007935,-0.3706892728805542,1.549556016921997,1.2248709201812744,-1.839030385017395,-1.4613656997680664,-2.727119207382202,-0.7492639422416687,0.9558371305465698,-0.8432776927947998,-0.6936320066452026,2.051762104034424,-2.1085152626037598,1.3413584232330322,-2.441823959350586,-0.0023415375035256147,0.6463446617126465,2.5041565895080566,-1.230359435081482,-0.00996176153421402,-0.9617398977279663,-0.012525513768196106,-2.021251916885376,-1.0985467433929443,1.004889726638794,-0.6339892745018005,-1.1226526498794556,-0.33027395606040955,0.574087381362915,0.16719254851341248,2.2085704803466797,1.175194263458252,-0.6938319802284241,0.6114228367805481,-0.033070437610149384,1.0915696620941162,-1.0603909492492676,-2.0426838397979736,-0.6556436419487,0.3150552213191986,0.009177900850772858,-0.00471561960875988,0.5380552411079407,-0.08464498072862625,0.0026994124054908752,1.2791048288345337,0.12216060608625412,-1.3521525859832764,-0.005934931803494692,-1.0765795707702637,-2.142244338989258,1.2177337408065796,-2.129993200302124,2.196476936340332,-0.6224103569984436,0.38289690017700195,-1.7951512336730957,-2.195573568344116,0.33251285552978516,-0.9135305881500244,2.7247872352600098,0.3903772830963135,-3.078050374984741,3.115440607070923,-1.4052655696868896,-0.26209110021591187,-2.76693058013916,-1.1569843292236328,-0.5572831630706787,0.006308570504188538,2.3649799823760986,-1.0104780197143555,-0.06246718019247055,0.32
1,1a64bf1e658652ddb11647ffa4306609,0.012441343627870083,-0.263510525226593,-1.43257474899292,0.45615139603614807,1.2712490558624268,0.2311958223581314,0.6713279485702515,-1.5309423208236694,-0.09874945133924484,-0.6344866752624512,-1.4795795679092407,-0.10956835001707077,0.5011143088340759,0.3427223563194275,-0.6243497133255005,0.6977179646492004,0.5538477897644043,0.06568130850791931,1.0001598596572876,0.05788075923919678,-2.5429298877716064,1.0527766942977905,-0.7659454941749573,-0.9131581783294678,-0.005910797044634819,-1.876145601272583,-1.0733835697174072,0.48068830370903015,-0.25611233711242676,0.9286994934082031,0.003754217177629471,1.3061838150024414,-0.9993026256561279,1.5438730716705322,0.157941073179245,-1.6780028343200684,0.004917636513710022,-0.15914423763751984,-0.2964994013309479,0.6992278099060059,-1.8274614810943604,-0.0020171625073999166,-1.000437617301941,-1.098144292831421,0.7986420392990112,-0.6115896701812744,0.033011872321367264,0.6719297170639038,-1.0555673837661743,-0.1993686556816101,4.077200889587402,-0.2567901611328125,0.8642597794532776,-1.2513625621795654,0.9586421847343445,-0.4149331748485565,-1.5633941888809204,2.201709032058716,-0.3168715536594391,1.9142236709594727,0.6271927356719971,-0.3801167905330658,0.2465100884437561,1.4947035312652588,2.7765612602233887,0.5082067847251892,0.07611192017793655,1.3135409355163574,-0.5120787620544434,2.767026901245117,-0.02956305257976055,2.8517708778381348,-1.442825198173523,0.7014420032501221,-0.002107219770550728,1.308923363685608,0.001774962991476059,0.9636390805244446,0.2454041838645935,2.67533278465271,1.626546025276184,2.9910309314727783,-1.0946165323257446,1.2249231338500977,1.5961344242095947,0.631866455078125,-3.6594913005828857,0.7028086185455322,-0.5226464867591858,0.0042483266443014145,1.1230651140213013,3.084765911102295,2.554804563522339,-1.9605802297592163,-1.1287310123443604,-0.005683600902557373,-0.001679643988609314,-0.3323602080345154,-0.826947033405304,0.006362592801451683,1.3301619291305542,0.47754448652267456,-0.012385785579681396,-0.0045123714953660965,-0.05049881711602211,0.7845128774642944,-2.3970603942871094,0.8026240468025208,-2.461860179901123,-0.36391809582710266,0.37666815519332886,2.0752456188201904,-0.8432475924491882,0.6794361472129822,-1.0838978290557861,-1.0263968706130981,-0.06976387649774551,0.9165405035018921,-1.4474323987960815,0.6829191446304321,-1.1453415155410767,0.19923382997512817,-1.2405126094818115,2.8619070053100586,-0.0031386837363243103,-0.3891920745372772,0.026961620897054672,-1.6614569425582886,0.393
2,1ad321f067ffbe7e51a95aaa6caba1d3,-1.1180020570755005,0.014138534665107727,-1.3089450597763062,-0.632906436920166,-0.2594023644924164,-1.7463911771774292,0.32439225912094116,-0.5876261591911316,0.6487346887588501,1.3052067756652832,-1.4852248430252075,-0.09244197607040405,-0.3410491347312927,1.4135996103286743,0.14349600672721863,1.4536888599395752,2.6287200450897217,-0.2100616991519928,0.6245471835136414,-1.0785369873046875,2.210800886154175,-0.8988166451454163,0.7915627360343933,2.222236156463623,0.003848837688565254,-1.17313814163208,-1.043124794960022,-0.6642189621925354,0.24263723194599152,0.9624298810958862,-0.0006482573226094246,-0.0626748651266098,-2.1142261028289795,-0.6884379386901855,-0.5321009755134583,-1.2017449140548706,0.00247909314930439,-0.5415175557136536,0.2034134417772293,0.19625210762023926,1.4193273782730103,0.003400536486878991,2.068694829940796,-0.07973813265562057,-3.93471097946167,-0.9235734939575195,1.6066465377807617,-2.346018075942993,-1.0368969440460205,0.22510647773742676,-2.5383055210113525,1.1048636436462402,-0.664117157459259,-0.03628768399357796,0.7767302393913269,0.8921903371810913,-3.1185781955718994,-1.506772756576538,0.1375931352376938,0.0982765182852745,0.3735952079296112,2.224579334259033,1.6800661087036133,-0.22631269693374634,0.8556624054908752,-0.27605313062667847,-0.051444582641124725,-1.6837495565414429,-0.23387837409973145,0.3389504849910736,0.01704866997897625,2.654919147491455,1.0108977556228638,-0.3438040018081665,-0.004074668511748314,1.9748402833938599,-0.0059266239404678345,0.05121047422289848,-0.20278602838516235,-0.019619079306721687,0.6428466439247131,-0.14583899080753326,-0.5347224473953247,-0.3307524025440216,0.29479601979255676,0.4843071699142456,1.9096477031707764,0.8867518901824951,-0.8535245656967163,0.005266432650387287,-1.6323713064193726,1.5353606939315796,-0.7690455317497253,-0.3696196973323822,0.3419245779514313,-0.007681915536522865,0.00822603702545166,0.815629780292511,-0.47676801681518555,-0.004619080573320389,1.1727242469787598,0.1170906350016594,1.6312625408172607,0.0024887011386454105,0.016839649528265,0.15964308381080627,1.2690411806106567,1.2095228433609009,0.2571766972541809,0.44411128759384155,0.1726202517747879,-1.8724652528762817,1.0098084211349487,0.45679643750190735,-1.6136484146118164,-1.9585673809051514,-1.455374836921692,1.941089153289795,-1.9051659107208252,-0.8186855316162109,-0.31762659549713135,2.3414645195007324,-1.1358039379119873,-0.3947029411792755,0.00608467124402523,2.6007511615753174,0.26321083307266235,0.6229164600372314,0.404
3,1aeee7288b89ec1cc805dfe4ca9f2fdb,0.9669219255447388,0.6648503541946411,0.31092509627342224,-0.8668994903564453,-0.4693714678287506,-1.1438117027282715,0.6961519122123718,0.025433063507080078,-0.5918125510215759,-0.39388543367385864,0.06983733177185059,-0.043088432401418686,1.2370179891586304,1.089442253112793,-0.3305431306362152,0.8025479316711426,-0.7538269758224487,-0.7487902045249939,1.2102289199829102,-0.21101067960262299,-0.07022911310195923,0.8792287707328796,-0.39136436581611633,1.2221739292144775,0.0034175515174865723,-1.573225736618042,-1.685770034790039,0.7783365845680237,-0.11943261325359344,-0.09579117596149445,0.0019160034134984016,0.3282683789730072,-0.9926925897598267,-0.5613691806793213,-0.20601141452789307,0.897197425365448,0.0021835248917341232,-2.2404825687408447,-0.3469507098197937,-0.8291509747505188,0.6751662492752075,0.0013772787060588598,-3.4606528282165527,1.1257195472717285,0.001339172013103962,-0.8172416687011719,-0.35106977820396423,0.49834659695625305,0.1709880828857422,-0.21149736642837524,-0.03826598823070526,-0.042250584810972214,-0.040663547813892365,0.21207235753536224,0.5964160561561584,0.4298889935016632,-0.48071905970573425,0.6651663184165955,1.4201055765151978,-0.6076093316078186,-0.25853431224823,0.19899678230285645,-0.8569625020027161,0.9313685894012451,-0.512827455997467,0.18284790217876434,0.8699249625205994,-0.26618242263793945,-1.0641266107559204,1.0007998943328857,-0.008033149875700474,-0.09446306526660919,1.57352876663208,0.41231024265289307,-0.01217426173388958,0.9545590877532959,-0.013108693063259125,-0.5665300488471985,1.466064691543579,1.5708497762680054,1.0500199794769287,1.6015123128890991,-0.27338406443595886,-0.24443353712558746,0.29793134331703186,0.5775878429412842,0.49629315733909607,1.453772783279419,0.2631208598613739,-0.014276670292019844,0.9224236011505127,-0.10698028653860092,-0.4491114318370819,-2.6772799491882324,-0.5222554802894592,-0.012312497943639755,0.0015700757503509521,1.1143710613250732,-1.2064776420593262,-0.000683540478348732,0.827265739440918,0.8388727307319641,0.6996509432792664,-0.004350537434220314,-0.7525220513343811,0.13093683123588562,-1.6465660333633423,0.11528188735246658,1.8852261304855347,-0.04085518419742584,0.057666078209877014,0.51347416639328,-1.4242286682128906,1.6073449850082397,-1.1177518367767334,0.13760614395141602,-0.8125131130218506,0.760100245475769,-0.4079756736755371,-0.248505100607872,0.02249862067401409,-0.17590349912643433,-2.5684585571289062,4.208723545074463,0.007673745974898338,-0.33005490899086,0.2622128129005432,-1.9588830471038818,0.337
4,1b1a7af332f8f154487edd538b3d83f6,-0.48933398723602295,0.6524366140365601,-0.5607713460922241,-1.6805675029754639,-0.681972086429596,0.41186708211898804,-0.20470429956912994,-0.790521502494812,0.8840367794036865,1.4106518030166626,0.7569089531898499,-0.05755491554737091,1.0045559406280518,0.6075363755226135,-0.16190214455127716,2.1017746925354004,-0.7596620917320251,-2.295958995819092,0.7077193260192871,0.3804771304130554,1.2920304536819458,0.4488113820552826,-1.6491776704788208,0.7739179134368896,0.0013211499899625778,0.24278713762760162,-1.9830725193023682,0.6497977375984192,-0.4457501769065857,2.1111035346984863,7.11735337972641e-05,-1.335927963256836,-0.9422633051872253,-1.0428204536437988,0.054324742406606674,0.6304547190666199,0.001722872257232666,-1.5417330265045166,-0.08360384404659271,-2.1234829425811768,-1.955317735671997,-0.0003019112627953291,-0.9008288383483887,0.232503280043602,-0.4357474744319916,-0.8025515079498291,-0.5118140578269958,-3.464740514755249,-1.2513489723205566,0.2919527292251587,-2.1844377517700195,1.0043901205062866,-0.09830213338136673,1.129171371459961,0.5689752697944641,0.32095402479171753,-0.01733492687344551,-0.7285423278808594,0.6940609216690063,-0.7682527303695679,1.19478440284729,0.5035881996154785,-0.8133352398872375,-0.9575978517532349,2.100072145462036,0.16821299493312836,0.9179399609565735,-2.90915584564209,1.123234510421753,-1.0079399347305298,-0.004819617141038179,-0.7615315318107605,3.1865482330322266,-1.3752515316009521,0.0009490735828876495,1.375151515007019,0.0015118084847927094,0.5557381510734558,0.7423478364944458,1.1991475820541382,0.37491583824157715,-0.9870742559432983,-0.5766089558601379,-0.7565476894378662,0.28533950448036194,0.9166964292526245,2.1551895141601562,1.1995633840560913,-0.4779997169971466,0.011175883933901787,-0.309971421957016,-1.1446739435195923,-1.4477003812789917,0.03057880327105522,2.764993667602539,-0.01027374342083931,-0.0024635735899209976,0.042940884828567505,-0.8258110880851746,0.0036801323294639587,0.27431315183639526,0.4653608798980713,0.5582643151283264,-0.0015714651672169566,-0.9138144254684448,-0.5803003907203674,0.3124699890613556,-0.7134993076324463,-0.09373145550489426,1.1116923093795776,-0.05284814536571503,-1.0002894401550293,2.004319906234741,0.9938709735870361,0.4864799678325653,0.7698352336883545,-1.6270414590835571,0.884493350982666,-1.8137080669403076,0.47160160541534424,0.5648362636566162,-0.08071675151586533,-1.616089105606079,2.213026523590088,0.00033561140298843384,0.5172423124313354,0.5279784798622131,-0.5569974184036255,0.377
5,1b2ef0809ca1abc7ca92a4cdad802b45,0.5104718208312988,0.11571494489908218,2.867389440536499,-1.4002052545547485,-1.8336964845657349,3.3958187103271484,-0.2523079812526703,-0.49598416686058044,0.16950613260269165,1.0490056276321411,1.3409217596054077,-0.14577260613441467,1.827349066734314,-0.005636940244585276,-0.4434138238430023,-1.3763797283172607,-2.026386022567749,-3.6664795875549316,-0.5326848030090332,0.7218730449676514,-1.866076946258545,1.2192634344100952,-4.166846752166748,1.4918204545974731,0.003632590174674988,1.916358470916748,0.2296328842639923,0.585160493850708,-0.5437829494476318,0.6247842907905579,0.0037787454202771187,0.16168351471424103,1.7152881622314453,2.7805962562561035,0.3817451596260071,1.0553865432739258,0.002298424020409584,2.4327170848846436,-0.5133469104766846,0.28476256132125854,1.0719927549362183,0.0003901030868291855,-0.08449123054742813,-1.041784644126892,2.1769356727600098,-0.8401248455047607,-0.8624773621559143,1.341010332107544,-0.09219636768102646,2.664889097213745,1.909579873085022,-0.5552070140838623,-0.13901765644550323,-0.6610376238822937,2.8099019527435303,1.48041570186615,-0.021092232316732407,1.6182260513305664,0.43847233057022095,1.0226855278015137,0.29908549785614014,-3.3992183208465576,0.4686289429664612,0.31916654109954834,-2.951559066772461,-0.7199978232383728,-0.3293416202068329,-1.618920922279358,-1.2693402767181396,-0.9531852006912231,0.024522366002202034,-2.0409839153289795,-4.310607433319092,-1.0660958290100098,-0.007472194731235504,0.5604086518287659,-0.008789516985416412,-1.050278663635254,0.8623195886611938,1.8906257152557373,1.5952244997024536,0.11197446286678314,-0.5436867475509644,-0.6489136815071106,1.1678630113601685,-1.6826434135437012,-2.2679190635681152,-0.6805635690689087,-0.05653790757060051,-0.018188999965786934,3.4323441982269287,0.3789023756980896,-1.1834136247634888,1.9285742044448853,-0.4160816967487335,-0.003844078630208969,-0.0009013470262289047,0.030438976362347603,1.0595659017562866,-0.00186074897646904,-2.843468189239502,0.8577336072921753,-1.3910009860992432,-0.0023196302354335785,-1.6427736282348633,-3.2171666622161865,-1.6075760126113892,-2.6105432510375977,-2.881596088409424,-0.5284544825553894,-0.19781363010406494,0.4572691321372986,2.6678266525268555,0.5716173648834229,1.5079926252365112,-0.1378079056739807,-2.9267919063568115,-4.05504035949707,-0.18043208122253418,1.0381536483764648,-1.1199076175689697,-1.884585976600647,-2.605489492416382,-3.541477680206299,0.01006593182682991,1.7932151556015015,-1.1867860555648804,0.85056471824646,0.372
6,1b43ec15ddae61b62c6ff27a52f05cff,-0.37308114767074585,-0.1716686487197876,1.6739540100097656,-1.1103756427764893,-0.36813679337501526,2.226693630218506,0.6286627650260925,-1.3190590143203735,-0.7397592067718506,-1.0960670709609985,1.4768654108047485,0.06797504425048828,1.9443186521530151,0.36493849754333496,0.29163098335266113,0.7491360306739807,0.1595909297466278,-1.2656294107437134,-0.3073155879974365,-0.43063825368881226,-2.7476232051849365,4.03386116027832,-0.8877003192901611,0.20930588245391846,0.0006355699151754379,-0.08620426803827286,-0.9562764167785645,0.6286488771438599,-0.06630505621433258,1.6123864650726318,-0.0020264824852347374,-0.2950851023197174,0.21673545241355896,-0.14292138814926147,1.7538198232650757,1.523260235786438,0.00010612793266773224,2.580859422683716,-0.16358456015586853,-0.9126383662223816,0.6221729516983032,0.003957252949476242,-1.3719608783721924,-1.276403784751892,-0.0474712960422039,-2.013031005859375,-0.007050972431898117,1.0586382150650024,-2.13683819770813,1.9714250564575195,1.5811331272125244,-0.11343807727098465,0.46400851011276245,-0.3430229425430298,0.7266339659690857,-0.31662946939468384,-3.5487782955169678,0.6917901039123535,-1.4106043577194214,-0.6100711822509766,-0.3518756628036499,-1.2990715503692627,0.978685200214386,1.1279743909835815,-1.1076555252075195,0.4740614593029022,1.1891354322433472,0.4755062460899353,-2.7205851078033447,2.7081549167633057,-0.018189379945397377,2.0694260597229004,0.7283675074577332,-1.2761502265930176,-0.011407218873500824,0.9001185297966003,0.0044347792863845825,0.027030806988477707,0.9334443807601929,2.675384044647217,1.7929050922393799,0.8152727484703064,-0.7879698276519775,-0.3290892541408539,-0.6743202805519104,-2.329808473587036,-1.900453805923462,2.1244044303894043,1.3233075141906738,0.004332082346081734,3.6908507347106934,1.5272153615951538,0.7143887281417847,-0.9119266271591187,-1.3036092519760132,0.005743995308876038,0.0003797076642513275,0.2218852937221527,-0.1520201563835144,0.004402784630656242,-0.8532329797744751,0.637780487537384,-0.9042429327964783,-0.008237440139055252,-1.7139694690704346,-1.531314730644226,-1.4526914358139038,-1.8688498735427856,0.05388113111257553,-0.5763190984725952,0.05046410858631134,0.7349424958229065,0.3233638107776642,0.42414483428001404,0.9434977173805237,2.079944610595703,-1.0041708946228027,-1.820999264717102,-1.903987169265747,0.37090539932250977,-1.6256868839263916,-1.4256190061569214,-3.519702434539795,2.712620735168457,-0.003177821636199951,1.803256630897522,0.03675692901015282,-1.306627869606018,0.431
7,1b83d1d3554d04906a34aa94ca8a3355,-0.027325622737407684,1.1677411794662476,-1.4868290424346924,-0.6054587960243225,-0.6160539984703064,-1.0518802404403687,-0.23257799446582794,0.6032166481018066,0.003843812271952629,0.6884663105010986,-0.011501254513859749,0.004662374500185251,0.4796077609062195,0.525489866733551,-0.44038644433021545,1.5685997009277344,-0.6280204057693481,-0.4827854037284851,1.6268459558486938,0.7814701795578003,1.22292160987854,0.32690730690956116,-1.318468451499939,1.357716679573059,-0.0018058698624372482,0.5017587542533875,-1.828397512435913,0.5347116589546204,0.22728727757930756,2.020005226135254,0.0009698877111077309,-0.8093070983886719,-1.4927122592926025,0.07917391508817673,-0.6885508894920349,-0.5459175705909729,-0.0005603134632110596,-1.8452165126800537,-0.06489704549312592,-0.04171299934387207,0.09799043834209442,-0.0011613110546022654,-2.504387855529785,0.8784465789794922,1.1223868131637573,-0.3004923462867737,-0.2670648694038391,-1.6099871397018433,-0.8289467096328735,-0.4894006848335266,1.4938557147979736,0.13609836995601654,-0.5895547270774841,0.4471941888332367,0.5612436532974243,-0.021275052800774574,-0.21174001693725586,-0.10013694316148758,0.9365943074226379,0.7902018427848816,0.18439926207065582,1.9751287698745728,1.0365209579467773,-1.1288608312606812,1.1503667831420898,0.478683203458786,2.2096803188323975,0.8257379531860352,0.666954517364502,1.6916804313659668,-3.492151154205203e-05,-0.6080651879310608,1.3026729822158813,0.173544242978096,0.0016154088079929352,0.700972318649292,0.0007219463586807251,1.1983753442764282,2.0679407119750977,1.3451095819473267,0.2199564427137375,1.635832667350769,-0.13247321546077728,-0.4837987720966339,-0.019886352121829987,1.2347468137741089,1.5399855375289917,1.2127636671066284,0.3961956202983856,-0.0009147915989160538,0.33919113874435425,0.6989352107048035,0.5512623190879822,-1.5277661085128784,1.9773045778274536,0.0003853514790534973,-0.0005939565598964691,-1.1941200494766235,-1.6281802654266357,-0.0016432348638772964,1.0454176664352417,0.9686778783798218,-0.46415770053863525,0.0005035196663811803,1.037743091583252,1.6708461046218872,-2.2929296493530273,0.44662854075431824,-0.6833047866821289,1.3082376718521118,-0.06586737930774689,0.8704813122749329,2.4474780559539795,1.2127081155776978,-0.8321171402931213,-1.4568485021591187,-1.1568946838378906,1.8304699659347534,-1.71030592918396,1.0793423652648926,-0.196087047457695,-1.034820556640625,-1.7120273113250732,2.9171111583709717,-0.0016158372163772583,0.24902155995368958,0.3831471800804138,-0.7261848449707031,0.307
8,1c4f6c884a2132903c35e65001c8c258,0.22716645896434784,0.30451905727386475,1.1305781602859497,-0.8636627197265625,-0.6887964606285095,-0.39168620109558105,1.2407065629959106,-0.6811401844024658,-1.2619447708129883,-2.795549154281616,2.066265821456909,0.11126944422721863,0.6607993245124817,0.7428385019302368,0.3724841773509979,0.21894961595535278,1.1394215822219849,-1.177245020866394,0.8725218772888184,-0.5368532538414001,-2.6737358570098877,1.6950117349624634,-2.5411596298217773,-0.4165392518043518,-0.00019678287208080292,-1.7012553215026855,-1.964187502861023,1.3422757387161255,-0.5511460900306702,1.7372138500213623,-0.00024793948978185654,-0.014506974257528782,-0.4170890748500824,0.6369219422340393,1.8276456594467163,1.0637540817260742,0.0003624800592660904,-0.4449796676635742,0.1089637503027916,-1.751646876335144,-0.32122889161109924,0.0009407356847077608,-1.216919183731079,-0.24142219126224518,-0.2381458282470703,-1.1708897352218628,3.113603115081787,-1.5722178220748901,0.23450076580047607,-0.0032944120466709137,-3.8159375190734863,0.03614549711346626,0.5410643815994263,-0.6102657914161682,-1.2947907447814941,-1.6037006378173828,1.5345163345336914,0.24934439361095428,0.26058855652809143,-0.5827471017837524,-2.904930591583252,-0.18594594299793243,-1.1399290561676025,1.521694302558899,-0.2862004339694977,-0.26216498017311096,0.7754278779029846,0.7061963677406311,-1.752731442451477,1.5257989168167114,-0.01290906872600317,0.4155948758125305,2.982229709625244,0.9017435908317566,-0.004169013351202011,-2.187671422958374,0.0011090785264968872,0.42941197752952576,0.7115359306335449,0.3051053583621979,1.5621815919876099,-1.0349231958389282,-0.01296471618115902,0.90910804271698,-1.9899349212646484,0.1112266480922699,-0.08019998669624329,1.7882907390594482,1.9427363872528076,-0.002439117059111595,-2.8393707275390625,0.6969402432441711,-0.46898308396339417,-0.10113571584224701,-1.4271882772445679,0.006279144436120987,0.0018390100449323654,-0.5582450032234192,-0.8265342116355896,0.0015187952667474747,2.469557285308838,0.4632337689399719,-0.58925461769104,-0.0020410693250596523,0.7079987525939941,-1.1932090520858765,-0.6088452339172363,-0.4009745717048645,1.9872883558273315,-0.3117932379245758,-0.09943585097789764,0.9659157991409302,-0.44385766983032227,0.5608934760093689,-1.5690608024597168,3.3401031494140625,0.23020556569099426,0.4749322533607483,0.9762189388275146,0.053210388869047165,-0.6095203757286072,-3.3342790603637695,-0.8238218426704407,1.9030473232269287,-0.001658763736486435,0.24797803163528442,-0.21113023161888123,-1.1257753372192383,0.317
9,1c6627e55a840dac5b50bb0532f2ede,-2.7542691230773926,-1.1335492134094238,-1.814455270767212,0.03619467094540596,-0.15968674421310425,2.9119527339935303,-0.640023410320282,-0.8940139412879944,0.44051381945610046,0.1644347459077835,1.401779294013977,0.027671845629811287,-2.091094493865967,0.456498920917511,0.5724191069602966,0.8868964314460754,-0.5925294160842896,-0.45553454756736755,-0.5329676866531372,-0.1377253383398056,-2.6139681339263916,-1.6788266897201538,-1.2682507038116455,-1.0524779558181763,0.0017609205096960068,-2.1654269695281982,-1.960425615310669,0.5367892980575562,0.7714229822158813,0.6306228637695312,-0.0013834955170750618,-0.10231484472751617,0.30371370911598206,-0.28097158670425415,0.21108880639076233,-0.6353176236152649,0.003138899803161621,-0.7620947957038879,0.28514012694358826,0.26273372769355774,-4.373194217681885,0.003965319134294987,2.533047914505005,-2.6988372802734375,-0.9539095163345337,-0.0329585000872612,3.0358426570892334,-2.0953125953674316,-1.2962054014205933,-0.8833728432655334,-2.8188252449035645,0.9446618556976318,0.19499091804027557,-0.0684778019785881,-0.8492448925971985,0.06541445106267929,1.342795491218567,0.5122367143630981,0.5667272210121155,2.1411962509155273,1.2423269748687744,-1.184139370918274,-0.573718786239624,-1.007083535194397,5.123198986053467,-1.331600308418274,1.1422308683395386,-2.2654147148132324,-0.024221550673246384,-0.8316744565963745,-0.007083818782120943,0.5184788107872009,-0.6752784848213196,-1.0146894454956055,-0.0047841742634773254,1.4215704202651978,0.0117795430123806,-1.812930703163147,-0.4641300439834595,-1.4618397951126099,1.4740904569625854,-1.6839532852172852,-0.27172601222991943,0.4721696674823761,-1.2509539127349854,0.8806605935096741,-3.3483123779296875,1.1487505435943604,-1.8267792463302612,0.024113766849040985,-1.09145188331604,1.2729897499084473,0.9657348394393921,2.1079177856445312,-0.5904649496078491,-0.008194716647267342,0.005619147792458534,1.3021321296691895,0.07468738406896591,0.0010912511497735977,1.309634804725647,-0.8811047673225403,0.4943358302116394,0.000285311252810061,-1.665268898010254,-1.8005964756011963,-1.4111747741699219,0.6904969215393066,-1.261708378791809,0.05551539361476898,-0.20458582043647766,1.4146549701690674,-0.7512668967247009,-1.4687165021896362,0.4718224108219147,-0.633816123008728,-0.6609858870506287,2.200066089630127,-2.6648080348968506,1.7625993490219116,-0.07135699689388275,3.2330310344696045,-0.915574848651886,2.7819912433624268,-0.008800141513347626,0.5082499980926514,-0.7243208885192871,-0.3206884264945984,0.431
