i,name,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127,dim_128,drag,lift
0,1a29042e20ab6f005e9e2656aff7dd5b,-0.9311127066612244,1.6685986518859863,-1.9751567840576172,-1.531603455543518,0.22819940745830536,0.4658728837966919,0.14314225316047668,0.6864728331565857,0.6815585494041443,0.07408266514539719,1.20541250705719,-0.837242603302002,-1.238136887550354,0.18870338797569275,0.6317952871322632,-0.05214235186576843,0.8465309739112854,-1.5018999576568604,0.20061486959457397,-0.25069674849510193,1.4455907344818115,1.099558711051941,-0.1236744374036789,0.4840843379497528,0.1690158247947693,-0.3750724494457245,-0.33402472734451294,0.58192378282547,-1.420462727546692,0.4568457007408142,0.9439203143119812,-1.773652195930481,-0.7841556072235107,1.7602322101593018,-1.5714056491851807,0.5296861529350281,1.3402981758117676,-0.896701455116272,-0.08450079709291458,-0.5747518539428711,-0.6474382877349854,0.5143234729766846,-0.8755509853363037,-0.017500728368759155,1.9964629411697388,-1.2123596668243408,-0.6605861186981201,-1.064799189567566,-2.5419905185699463,2.3357625007629395,2.503479242324829,0.10337294638156891,-0.09304879605770111,1.1187479496002197,-0.9653752446174622,-0.8954219222068787,-0.655977189540863,0.7060489654541016,-1.7663065195083618,0.5894062519073486,-0.7440090179443359,0.9617459774017334,-1.662058711051941,-0.7785823941230774,-0.7115087509155273,0.6622529029846191,-0.5084901452064514,0.4928411543369293,1.016387701034546,0.7024648189544678,0.8547477126121521,-0.2740536034107208,0.1129002720117569,-0.47706127166748047,1.1671866178512573,-2.454111099243164,0.13219627737998962,1.0700652599334717,1.1169284582138062,-1.6165289878845215,-0.5760570168495178,0.8657454252243042,0.4538542628288269,2.8008956909179688,0.6764051914215088,-0.3768968880176544,0.20805290341377258,-2.005141496658325,-0.5059165358543396,1.5138914585113525,-0.7082950472831726,1.1116126775741577,-0.4638758599758148,0.85820472240448,-0.631213903427124,-0.1680976003408432,0.4818318486213684,-1.8721867799758911,0.4608149528503418,1.2310377359390259,-0.724300742149353,1.677159070968628,1.1904547214508057,1.5632888078689575,-2.8687989711761475,-1.4367640018463135,0.5837615132331848,0.5886430740356445,-0.08855535089969635,-0.9562504291534424,-2.341038942337036,-0.6499287486076355,-0.3242310881614685,0.15637968480587006,-0.3750809133052826,0.6769522428512573,-0.8928687572479248,0.21511271595954895,2.5787041187286377,-1.1421130895614624,0.3028812110424042,-0.7651843428611755,1.087498426437378,-1.5686439275741577,1.8041149377822876,-0.04510796070098877,-0.03770801052451134,1.528373122215271,0.516,0.105
1,1b7ac690067010e26b7bd17e458d0dcb,0.23769448697566986,0.6925493478775024,-0.6157503128051758,-1.2507871389389038,-0.1529005616903305,-0.754953145980835,-0.01883281022310257,-0.04778332635760307,-0.1180887520313263,-0.5311809182167053,0.02691638469696045,-0.6136319637298584,-0.6068170666694641,-0.640584409236908,-0.4456492066383362,-0.042034000158309937,-1.8935562372207642,0.7784515023231506,0.9030848741531372,0.44605159759521484,2.1912527084350586,0.08576622605323792,1.7508716583251953,-0.10664717853069305,-0.40566286444664,0.06448771804571152,-0.5446019768714905,-0.3707362115383148,1.4916930198669434,-0.9410937428474426,-0.42184701561927795,-1.5382578372955322,0.43261247873306274,0.7029707431793213,0.5615590214729309,0.24608206748962402,0.44417908787727356,0.001385493203997612,-0.7495663166046143,-0.7608214020729065,1.1189168691635132,-0.8899902701377869,-0.08509723097085953,-0.35908177495002747,0.5925615429878235,0.9393013119697571,-0.22806072235107422,-0.33039090037345886,-0.36663493514060974,-0.5745906829833984,0.15965519845485687,-0.3525230884552002,0.2342638224363327,-0.1578080654144287,1.0052934885025024,0.5218571424484253,1.0078082084655762,-0.5573478937149048,-0.3298182785511017,-1.5382249355316162,0.3357454538345337,0.5893145799636841,-1.3691483736038208,0.17078401148319244,0.5673123598098755,0.1336023509502411,-0.30341553688049316,1.0704907178878784,-0.92574143409729,0.4770345091819763,-0.7762909531593323,-0.2676617205142975,0.06176118552684784,0.9917038679122925,-0.32254335284233093,1.8415333032608032,-0.609995424747467,0.5925116539001465,0.6647707223892212,-0.8468226194381714,1.2094100713729858,0.2284761518239975,0.13406363129615784,0.757125973701477,-0.5201456546783447,-0.45531827211380005,-0.7146230936050415,-1.728610873222351,-0.33490416407585144,0.10314996540546417,0.7870747447013855,-1.2127256393432617,-0.25599798560142517,1.300268292427063,-0.5505285859107971,1.930891513824463,-0.0815955400466919,0.551904022693634,-1.4717336893081665,0.6055726408958435,0.07643237709999084,0.03528899699449539,-0.24555182456970215,0.5222947597503662,-0.6837406754493713,0.4626922607421875,-0.40196725726127625,2.5486130714416504,-0.029562145471572876,-0.4655025005340576,0.9455357789993286,0.34328246116638184,-0.20683598518371582,-0.1593230664730072,-0.879624605178833,-0.20182962715625763,-0.725877583026886,-0.13871991634368896,0.9805724024772644,0.13871625065803528,1.0227396488189697,0.27503660321235657,-0.9682667255401611,-0.09969423711299896,0.8889913558959961,-1.215531587600708,-0.11228248476982117,-0.3553597927093506,0.451,0.309
2,1b171503b1d0a074bc0909d98a1ff2b4,0.5967835783958435,0.6718888878822327,-0.9148438572883606,1.3376771211624146,-0.06233053654432297,-0.4495377540588379,-0.2037985920906067,0.000763915479183197,0.24411123991012573,-0.8264148831367493,0.6142185926437378,-1.6868786811828613,-1.1751683950424194,-0.7783761620521545,-1.8514072895050049,0.21227708458900452,-0.05155053734779358,-1.0255532264709473,-0.49480336904525757,0.3093985617160797,1.9416790008544922,-0.11346042156219482,0.43649110198020935,-1.6669480800628662,2.454827308654785,1.3523955345153809,-2.4481446743011475,0.026928815990686417,-0.0010033845901489258,-1.7019349336624146,-1.3813227415084839,-0.7214751243591309,-0.6001445651054382,-2.5178043842315674,0.8531833291053772,0.7111221551895142,0.6530728936195374,-2.050342082977295,-0.334516704082489,0.05795823782682419,-1.0569071769714355,-0.36890652775764465,-0.5958898067474365,-1.2415226697921753,1.9748671054840088,-0.5503993630409241,-0.32179516553878784,-0.6735796332359314,-0.4707847833633423,0.435322105884552,0.7737704515457153,-1.1364741325378418,0.8029654622077942,0.3633999228477478,-2.0804102420806885,1.0161232948303223,0.7775188088417053,-0.3954209089279175,0.7929168939590454,-0.8058234453201294,0.00991850346326828,-0.8285884261131287,-0.559604287147522,-0.630987823009491,-1.482810616493225,0.774075984954834,-0.19465509057044983,0.16849951446056366,-0.36815720796585083,1.1310392618179321,0.27917051315307617,-0.6324095129966736,-0.668830394744873,1.4688141345977783,-0.5574538111686707,-0.0655469074845314,-0.3269226551055908,0.4651371240615845,0.3171442151069641,-0.3637642562389374,2.229984760284424,0.6744844913482666,-0.3020191192626953,0.8617750406265259,-1.1177877187728882,-0.41462013125419617,0.08073880523443222,-0.7031950950622559,-1.2733614444732666,0.9604117274284363,-0.9250054359436035,-1.6782113313674927,1.135644793510437,1.2016068696975708,0.7247343063354492,-0.8451243042945862,-0.3713308274745941,-0.5371313691139221,0.6420667171478271,-0.024650488048791885,-0.22699174284934998,-1.1831979751586914,-0.0504198856651783,0.2854727804660797,-0.1350904405117035,1.762016773223877,1.4725708961486816,-1.5305111408233643,-0.6737006306648254,-2.5713324546813965,2.345923900604248,-0.2536567449569702,-0.44615161418914795,-0.20516632497310638,-1.3636261224746704,-2.3186416625976562,-0.046657878905534744,0.3617915213108063,2.4356753826141357,0.24670079350471497,-1.7101002931594849,0.12123381346464157,0.017436128109693527,-0.7436214089393616,-1.1576355695724487,-0.2505643367767334,-1.519993543624878,-0.6101381778717041,0.393,0.732
3,1ba18539803c12aae75e6a02e772bcee,-0.5395090579986572,0.2893124520778656,-0.08940751850605011,-0.41429296135902405,-1.3382295370101929,-1.7156826257705688,0.4913778007030487,-0.9018820524215698,0.21963687241077423,0.03485358506441116,0.5831596255302429,1.0065245628356934,-0.5571668744087219,0.8976945281028748,-0.39098060131073,-0.39693140983581543,-0.18073394894599915,0.47868937253952026,-0.3341076672077179,0.7995391488075256,2.2921619415283203,-1.3693312406539917,0.2456534057855606,0.054194603115320206,0.49089035391807556,0.6441232562065125,-0.3135100305080414,0.958155632019043,-1.1316217184066772,1.2247486114501953,1.0033727884292603,-1.7319483757019043,0.3180370330810547,-0.1124226525425911,-0.5813810229301453,1.177135705947876,-0.7189987897872925,1.7635587453842163,-1.097507119178772,0.796278178691864,-0.461770623922348,0.9563295841217041,-0.6437909603118896,0.2501548230648041,0.09204766154289246,0.3611278235912323,1.2787915468215942,0.3704069256782532,0.10240046679973602,1.537209391593933,0.8769752979278564,-0.18812833726406097,1.031308650970459,1.1390048265457153,0.6108360886573792,0.9266984462738037,0.11343230307102203,0.587401270866394,0.8347912430763245,0.04164288192987442,0.2695528268814087,0.18594025075435638,1.1061885356903076,1.087585210800171,0.7119548320770264,0.16513700783252716,-0.11989214271306992,-0.0036135632544755936,0.42948949337005615,-1.2789652347564697,-0.4470103979110718,-0.4751587510108948,-0.30656254291534424,0.046921029686927795,-0.5563377141952515,0.08021482825279236,0.4096929430961609,0.06514665484428406,-0.013473570346832275,-0.5560507774353027,0.1333920955657959,-0.35108113288879395,0.4832751750946045,-0.26495662331581116,-0.7149276733398438,-0.9251438975334167,-0.47577476501464844,-2.8511693477630615,0.157597154378891,0.5328008532524109,1.2407419681549072,-0.3204832077026367,0.09932654350996017,-0.28101658821105957,0.06899896264076233,-0.7096664309501648,0.9884380102157593,0.27858966588974,0.5739361047744751,0.2189447432756424,-0.04469960927963257,0.15405875444412231,-0.10232772678136826,-0.30393582582473755,0.5656750202178955,-0.3036647140979767,0.47816160321235657,1.3632793426513672,1.3799993991851807,1.0611802339553833,-0.5452868342399597,-0.6040651798248291,0.03947454318404198,0.4015125334262848,-0.8651919364929199,-0.15683825314044952,0.00840333104133606,0.1701226681470871,1.0366395711898804,-0.23236675560474396,-2.3025784492492676,0.9457834362983704,-0.047671280801296234,-0.3781183063983917,-0.117500901222229,-0.19453772902488708,-1.183779001235962,0.5354059338569641,0.37,0.447
4,1bba3fb413b93890947bbeb9022263b8,-1.4864238500595093,1.0051758289337158,-0.005802505649626255,-0.6688740253448486,0.19915369153022766,-0.5730324387550354,0.559307336807251,-0.9736127853393555,0.8531871438026428,-1.96828031539917,0.6596868634223938,-1.3094229698181152,1.2915172576904297,1.157698392868042,0.7154173254966736,-1.6013264656066895,-1.0267765522003174,-1.0487241744995117,0.5109245181083679,0.15379372239112854,1.2758781909942627,-1.3069562911987305,0.7930840253829956,-1.061983585357666,1.0227776765823364,-0.4768231213092804,0.12144635617733002,0.0078053222969174385,0.8546832799911499,-0.8909854292869568,-0.4086996018886566,0.9618768095970154,-0.3815920650959015,-0.0033350465819239616,0.5485861301422119,-0.22214841842651367,-0.67864990234375,0.6237983703613281,-0.8448630571365356,1.2094535827636719,0.6600137948989868,0.2935269773006439,0.4007965624332428,0.4742588698863983,0.5874443650245667,0.2601220905780792,0.2355271577835083,-0.6205579042434692,1.0671650171279907,1.9166531562805176,-0.18687553703784943,0.5535929799079895,-1.027899146080017,-0.39727139472961426,1.4129483699798584,-0.8944019675254822,0.2186966836452484,-0.45727187395095825,-0.20945584774017334,0.007729664444923401,-0.5162708163261414,-0.03035575896501541,-2.1362483501434326,-0.8977484703063965,2.0535645484924316,-1.3446524143218994,0.3039000928401947,-0.10211680084466934,-1.3730275630950928,0.24046024680137634,0.6828625202178955,-0.21055807173252106,0.5121943354606628,-0.20832066237926483,1.330561637878418,-0.4980103075504303,-0.5495728254318237,-1.1916813850402832,-0.02921094372868538,-1.1979821920394897,-0.039420828223228455,0.8092204332351685,1.5964304208755493,0.8075272440910339,0.55732661485672,0.9463621973991394,-0.24648351967334747,-0.6153128743171692,0.6592336893081665,-0.8254649043083191,0.9893113970756531,0.6468062400817871,-0.20839713513851166,2.496325969696045,-0.8999587297439575,0.5687740445137024,-0.19824548065662384,0.632125735282898,0.15847183763980865,0.7823845148086548,-0.4737359881401062,0.11414242535829544,0.49479931592941284,1.4752532243728638,0.028649326413869858,0.4020443558692932,-0.41603389382362366,2.278272867202759,0.20000211894512177,-0.7246127724647522,-1.4709583520889282,0.8827075958251953,0.21335068345069885,1.4564579725265503,-1.117967963218689,0.2257775068283081,-1.6921285390853882,1.4495797157287598,0.34350839257240295,1.401728630065918,-1.6303515434265137,1.342713713645935,-1.133025884628296,-0.378957062959671,-1.8142279386520386,-0.5799961686134338,-1.2180784940719604,-0.44539737701416016,0.557,0.409
5,1bdeb4aaa0aaea4b4f95630cc18536e0,-0.023234859108924866,1.1047183275222778,0.46732643246650696,-1.11017644405365,0.8454244136810303,0.21653498709201813,-0.3043440580368042,-0.5461004376411438,-0.052866943180561066,-1.5527986288070679,1.9489845037460327,-0.4499032199382782,-0.3061891794204712,1.6187723875045776,0.020496338605880737,-0.2588311433792114,-1.762839674949646,0.10807863622903824,-0.8279775381088257,0.5643191337585449,0.566713809967041,-1.9468841552734375,-0.9805665016174316,0.7800636291503906,0.6260310411453247,0.015601282939314842,0.9679162502288818,0.19341392815113068,-0.058763302862644196,-0.6717297434806824,-1.32805335521698,0.87803715467453,0.04719318449497223,0.9880986213684082,1.4103680849075317,0.3638816177845001,-0.7093570232391357,-0.6128155589103699,-1.2820550203323364,0.9787350296974182,-0.4314703345298767,-0.10932415723800659,-0.43763917684555054,-1.2256309986114502,0.6572189331054688,0.38952818512916565,1.3919545412063599,-0.30774906277656555,-0.2700273394584656,2.023113250732422,-0.9920207262039185,-0.9002603888511658,-0.7009761333465576,0.6536694169044495,-0.4564865529537201,1.979008436203003,1.08568274974823,0.6842199563980103,0.6741189956665039,-1.0386872291564941,0.8022308349609375,0.2539653480052948,-0.5933383703231812,0.2861391007900238,-0.7108516097068787,-0.7333766222000122,-0.40690720081329346,-0.7195504903793335,-0.7134000658988953,-0.1978488713502884,-1.0349020957946777,-0.48071014881134033,-0.17290286719799042,1.2140116691589355,0.24886827170848846,-0.22652499377727509,-0.650754451751709,-1.6005899906158447,-0.3298177719116211,1.5150138139724731,0.18623694777488708,-1.3060896396636963,-0.6629914045333862,0.7015467882156372,0.7026318311691284,1.6490415334701538,-0.8132568597793579,-0.28940045833587646,0.07629060745239258,-0.9828675985336304,0.09067383408546448,-0.5528671741485596,-0.829399585723877,1.4363421201705933,-1.0848544836044312,0.5629397630691528,1.705988883972168,-0.28289058804512024,-0.7173229455947876,0.36071303486824036,0.8628062009811401,0.6476315855979919,-0.45046910643577576,-0.2059590369462967,0.10429873317480087,1.4578211307525635,-1.3921841382980347,2.5674638748168945,-0.3175990879535675,0.01952611654996872,-1.0147957801818848,-0.7237523794174194,0.831671953201294,-1.5245393514633179,0.7052762508392334,-0.31272685527801514,-0.35575735569000244,1.2877782583236694,-0.15863730013370514,1.362014889717102,-2.064664840698242,1.0586137771606445,-0.7685692310333252,-0.09237192571163177,-0.05502179265022278,-0.13347850739955902,0.5936675667762756,-0.7549242973327637,0.292,0.122
6,1beb0776148870d4c511571426f8b16d,0.06062384694814682,-0.17166349291801453,-0.3284202814102173,-1.4192177057266235,-0.6663147807121277,-1.675063967704773,-0.6140507459640503,-0.3386409878730774,0.8332191109657288,-0.010223764926195145,0.7430562376976013,-0.13127757608890533,1.0097471475601196,1.4788343906402588,0.00874994695186615,-0.19036972522735596,0.17359019815921783,0.5576452016830444,1.6109073162078857,-1.683807373046875,2.2991204261779785,-1.0457024574279785,1.4587624073028564,1.2024812698364258,0.9818332195281982,1.9827603101730347,-0.4645543396472931,1.0395451784133911,0.05623923987150192,1.0103083848953247,-0.19315128028392792,-0.8700386881828308,0.2858189344406128,-0.37022680044174194,-0.6137261390686035,0.03593668341636658,-0.5797356367111206,1.00082266330719,-0.6650412678718567,0.35633257031440735,-1.7285168170928955,0.3399955928325653,-2.506143093109131,0.7058697938919067,0.5489063262939453,-0.3919711709022522,2.0076725482940674,-1.2939335107803345,-2.0452747344970703,1.7864996194839478,0.7204453349113464,-1.5148273706436157,1.2293639183044434,-1.208101511001587,-0.6652567386627197,1.3674763441085815,1.5628546476364136,-0.16665403544902802,1.07584547996521,0.33853086829185486,-0.28922656178474426,0.06778081506490707,0.4395492672920227,2.121671676635742,-0.5495599508285522,-1.1027764081954956,1.5538747310638428,0.8471762537956238,0.9508128762245178,0.2858392596244812,-1.0692929029464722,0.8088943362236023,0.030520539730787277,0.12026549875736237,-1.9375803470611572,-1.1769757270812988,-0.391497403383255,1.1856778860092163,-0.031224459409713745,0.5525673031806946,0.20102421939373016,0.4242037534713745,0.4130755662918091,-0.7641714215278625,0.07378428429365158,-0.731964647769928,-0.12745967507362366,-2.6790895462036133,0.04800274595618248,-0.83170086145401,0.43700110912323,0.5783695578575134,0.3851775825023651,-0.34927016496658325,0.3454507291316986,-1.0869815349578857,0.4476659595966339,0.8639589548110962,1.0259183645248413,0.7071081399917603,0.6725503206253052,-1.5452102422714233,-0.2436763197183609,1.5277942419052124,-1.6172186136245728,0.4161173403263092,-1.001975178718567,1.496753215789795,1.3127386569976807,1.2807503938674927,-0.7879548668861389,-0.18317626416683197,-0.9414911866188049,0.7573291063308716,-1.0554449558258057,0.4952681064605713,1.371077060699463,0.641567587852478,1.5291284322738647,0.01892322674393654,-2.1066811084747314,0.2956770956516266,-0.05474004149436951,-0.3573507070541382,1.1300233602523804,-1.9272136688232422,0.2977268695831299,0.4976542592048645,0.462,0.524
7,1c4b8662938adf41da2b0f839aba40f9,-0.4476732909679413,-2.060495615005493,1.4753532409667969,-1.9542161226272583,-1.2171186208724976,-0.6105409860610962,0.2168436199426651,-0.18503150343894958,0.4533888101577759,-1.8020352125167847,-2.1356453895568848,-0.3524268865585327,-0.08366061002016068,0.05815013498067856,-0.08006148785352707,-0.2999677062034607,-0.781221866607666,-0.7883975505828857,-0.707220733165741,-1.1530581712722778,-0.1562575101852417,-1.584687352180481,1.5140876770019531,-1.1914608478546143,2.365464210510254,-1.3072165250778198,0.8617982268333435,0.48989900946617126,1.547126293182373,0.20035818219184875,-0.8130773901939392,-0.14129894971847534,-0.48397502303123474,0.6630843877792358,1.422888994216919,1.7701268196105957,1.247494101524353,1.8126416206359863,-0.6762545108795166,-1.2654805183410645,-0.707049548625946,-0.09907428920269012,-0.6941786408424377,-1.5855417251586914,0.050193652510643005,-0.47438937425613403,2.1929545402526855,-0.6066403985023499,-0.8678680658340454,0.1055513247847557,-1.0334051847457886,-0.7565298676490784,-0.0694502592086792,0.532097339630127,-1.0248464345932007,-1.2737480401992798,-1.6346336603164673,-0.420142263174057,-0.5410577654838562,-0.2969644367694855,0.3963434100151062,0.8057347536087036,-0.6024065613746643,0.4036239981651306,1.1159485578536987,0.8415328860282898,-0.06966909766197205,0.8735197186470032,-0.13189977407455444,1.8153938055038452,-1.1328011751174927,0.009538257494568825,-0.7946317791938782,-0.5634598135948181,-0.3132680356502533,0.4592263996601105,0.8559386134147644,-1.1689614057540894,-0.6383705139160156,0.4125830829143524,0.5857213139533997,0.22172868251800537,1.0445146560668945,0.12516681849956512,-0.08334478735923767,1.4037526845932007,-1.4333159923553467,-1.6771408319473267,-0.28540176153182983,-1.2673815488815308,-0.9878076910972595,0.38062992691993713,-0.05766676738858223,2.725706100463867,-0.4320554733276367,-0.6415439248085022,0.4951381981372833,1.5218788385391235,1.8376723527908325,0.3599129319190979,-0.5278248190879822,0.407790869474411,-1.3181395530700684,-0.30921289324760437,0.015088744461536407,-1.6070970296859741,0.07437741756439209,-0.5451270937919617,-1.906231164932251,1.2483916282653809,-0.008595623075962067,0.3013581931591034,-0.14111852645874023,-1.0259965658187866,-0.6178786754608154,0.3709653913974762,0.04729580134153366,0.4163042902946472,-1.0603069067001343,0.1483626365661621,-1.378831386566162,0.3663153052330017,0.21975788474082947,-0.2109650820493698,1.3488576412200928,-0.012826010584831238,0.33306756615638733,-1.1979670524597168,0.762,0.632
8,1c27d282735f81211063b9885ddcbb1,0.5498102307319641,1.2826088666915894,0.8298956155776978,-1.5710244178771973,-0.11591217666864395,-1.2238577604293823,0.5203201770782471,-0.03496140241622925,-0.12439405918121338,-0.24615353345870972,0.5923075675964355,0.2007252275943756,0.3634214997291565,-0.010797623544931412,-0.48585402965545654,-0.3215234577655792,-1.265083909034729,-0.34586837887763977,-0.6054340600967407,1.0937408208847046,2.099853277206421,-0.045809656381607056,1.0438649654388428,-0.20513592660427094,-0.6517788767814636,-0.008732341229915619,-0.6781748533248901,0.2768441140651703,1.9957932233810425,-0.8618244528770447,0.5313501358032227,-1.6042402982711792,0.25750163197517395,-0.16960541903972626,1.1283401250839233,-0.6629694104194641,1.1519789695739746,0.4273032248020172,-1.1929606199264526,-0.15048936009407043,0.6146327257156372,-0.8749648332595825,-0.3942234516143799,0.48960554599761963,1.317559003829956,0.7485032081604004,-0.08201175928115845,-0.35391926765441895,-0.6877886056900024,-0.5812364816665649,0.24882854521274567,-0.9477909207344055,-0.20358768105506897,0.053470853716135025,0.9968053698539734,0.391532838344574,0.5452850461006165,0.3321602940559387,-1.4472988843917847,-0.5529174208641052,-0.25543877482414246,0.11795128136873245,-1.2399039268493652,0.44436439871788025,0.5485591292381287,-0.11976738274097443,0.2256869375705719,-0.16197673976421356,-0.7278403639793396,0.8181560039520264,-0.10099601745605469,0.5918668508529663,0.5640320777893066,0.2309301644563675,0.2829931974411011,1.674630045890808,-0.3885173797607422,-0.32135650515556335,0.8059124946594238,-0.08287213742733002,1.7441972494125366,0.33123183250427246,0.46033623814582825,1.0198053121566772,-0.6078207492828369,-0.8091338276863098,-0.9118587374687195,-1.6168595552444458,-0.8871741890907288,0.9387845993041992,0.7907606959342957,0.605418860912323,-0.36950352787971497,1.0942511558532715,0.24894845485687256,1.9409950971603394,-0.02000284008681774,0.22198079526424408,-0.0968904197216034,0.6190946102142334,0.4983442425727844,0.7290944457054138,-0.30058348178863525,-0.3583250641822815,0.2509639263153076,0.40207815170288086,1.2252628803253174,2.5095245838165283,0.23652130365371704,0.1351529359817505,0.2660345733165741,-0.6916963458061218,0.6602182984352112,-0.4266188442707062,-0.7121815085411072,-0.3123772442340851,0.7731289267539978,-0.42392638325691223,0.5332288146018982,-0.004382159560918808,0.9575678110122681,0.6909130811691284,-1.1134979724884033,-0.4973401725292206,-0.0645928606390953,-0.9762201905250549,-0.2085612714290619,-0.7534700632095337,0.571,0.604
9,1c673748703c99207f1f82f6fc8747b8,-0.4740362763404846,-2.2431981563568115,1.1916313171386719,-0.7449080348014832,1.6610053777694702,0.2619677484035492,0.7661334276199341,0.37564462423324585,-0.09496137499809265,0.07471708953380585,0.0352601632475853,2.4443392753601074,0.726847231388092,1.5540430545806885,-0.727070689201355,-0.09758183360099792,1.0987272262573242,0.4634249210357666,0.13720205426216125,-0.21566806733608246,2.0637807846069336,-0.6745222806930542,0.43358147144317627,1.3191463947296143,2.340853691101074,0.7729669213294983,0.1947093904018402,1.9613311290740967,-0.22629830241203308,1.2417490482330322,-0.8705052137374878,-1.6372510194778442,-0.8202551007270813,-1.3706884384155273,-0.7741708159446716,0.4163905084133148,-0.48862364888191223,0.604402482509613,1.2561237812042236,1.10110604763031,-0.006417416036128998,0.21691913902759552,0.4273264408111572,-0.025105156004428864,-1.9106802940368652,-0.4118386209011078,-1.1824934482574463,2.4389052391052246,-0.6823751926422119,0.5622144341468811,-0.5327925682067871,-0.6932021379470825,-0.28464940190315247,-0.9162777662277222,2.4486544132232666,0.42300012707710266,1.0758988857269287,-0.1805426925420761,1.1854721307754517,-0.20068784058094025,-0.003596864640712738,-1.2695789337158203,-2.7242860794067383,0.2281857430934906,1.339540958404541,-0.8031072616577148,0.9828921556472778,0.6076123714447021,-0.9739708304405212,0.7421064376831055,-1.142287254333496,-1.5315614938735962,-1.0214314460754395,1.806140422821045,1.269153118133545,-0.5133278369903564,1.2533202171325684,-1.7325022220611572,0.4984860122203827,0.2957126796245575,1.7583708763122559,-0.30135369300842285,-0.7167266607284546,0.9041689038276672,1.972013235092163,-0.14022552967071533,0.372747004032135,-1.935738444328308,-0.3619096577167511,1.5167373418807983,1.1281211376190186,-0.08576421439647675,-0.507301926612854,-0.7803284525871277,1.3608369827270508,0.08870385587215424,0.35319700837135315,0.7648141384124756,-0.5135481357574463,-2.232344627380371,0.7996729612350464,-0.2241637110710144,0.7124781608581543,-1.9474060535430908,2.207719087600708,-1.6540617942810059,1.1206507682800293,0.05853503197431564,0.4500022828578949,0.21998633444309235,-1.4046558141708374,0.14509886503219604,0.36242058873176575,-0.4701888859272003,0.08778255432844162,-0.9354740381240845,-1.1179434061050415,1.3698748350143433,0.5241711139678955,0.8072549700737,-0.7548644542694092,-0.9704732894897461,-0.8481759428977966,1.029245376586914,-1.3618786334991455,-0.8273654580116272,-0.39468061923980713,-1.4724147319793701,0.489,0.436
